index,song,year,artist,genre,lyrics
20,beautiful-liar-spanglish-version,2007,beyonce-knowles,Pop,"Ay! Ay!
(Nobody likes being played)
Ay!
Oh! Beyonce, Beyonce
Oh! Y Sasha, Y Sasha
(Hey!)
He said I'm worth it, his one desire
(Yo conozco cosas del que tu no quieres ni saber)
He kissed me, he's a one and only beautiful liar
(Solo por placer nuestra amistad no vamos a perder)
A mi tambien, why are we the ones who suffer?
No hay que caer, he won't be the one to cry
Ay! Lets not kill the karma
Ay! Lets not start a fight
Ay! Its not worth the drama
For a beautiful liar
No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero
Confiaba en el ms cuando lo que encontre besandote el cuello
(I didn't know about you then 'til I saw you with him when, yeah)
Por que a ti, si hay mil por ahi, el es un perro
(You stole everything, how can you say I did you wrong?)
A mi tambien, when the pain and heartbreaks over
No hay que caer, the innocence is gone
Ay! Lets not kill the karma
Ay! Lets not start a fight
Ay! Its not worth the drama
For a beautiful liar
No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero
Lo crea tan mio, yo viva por el
And I wish I could free you of the hurt and the pain
Es un hombre muy frio, no es de una mujer!
(Hey!)
(Ay! Beyonc, Beyonc)
Ya no nos puede engaar
(Ay! Beyonc, Beyonc)
(Oh! Bisasha, Bisasha)
Paremos con su juego
(Oh! Bisasha, Bisasha)
(Ay! Beyonc, Beyonc)
Ya basta de sus mentiras
(Ay! Beyonc, Beyonc)
(Oh! Bisasha, Bisasha)
Dle adios por las dos
(Oh! Bisasha, Bisasha)
(Hey!)
Ay! Lets not kill the karma
Ay! Lets not start a fight
Ay! Its not worth the drama
For a beautiful liar
No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero"
305906,dumpweed,2000,blink-182,Rock,"It's understood, I said it many ways
Too scared to run, I'm too scared stay
I said I'd leave, but I could never leave her
And if I did, you know I'd never cheat her
But this I ask, it's what I want to know
How would you feel, if I should choose to go
Another guy, you think he'd be unlike me
Another guy, you think he'd want to fight me
She's a dove, she's a fucking nightmare
Unpredictable, it was my mistake to stay here
On the go and it's way too late to play
I need a girl that I can train
I heard it once, I'm sure I heard it twice
My dad used to give me all of his advice
He would say you got to turn your back and run now
Come on son, you haven't got a chance now
She's a dove, she's a fucking nightmare
Unpredictable, it was my mistake to stay here
On the go and it's way too late to play
I need a girl that I can train
She's a dove, she's a fucking nightmare
Unpredictable, it was my mistake to stay here
On the go and it's way too late to play
I need a girl that I can train
Need a girl that I can train
Need a girl that I can train
Turn your back and run now
You haven't got a chance now
Need a girl that I can train
Need a girl that I can train
Turn your back and run now
You haven't got a chance now"
305907,family-reunion,2000,blink-182,Rock,"Shit piss fuck cunt cocksucker motherfucker tit fart turd and twat
Shit piss fuck cunt cocksucker motherfucker tit fart turd and twat
Shit piss fuck cunt cocksucker motherfucker tit fart turd and twat
Shit piss fuck cunt cocksucker motherfucker tit fart turd and twat
I fucked your mom
And I want to suck my dad
And my mama too
Oh, is this thing on?"
305908,adam-s-song,2000,blink-182,Rock,"I never thought I'd die alone
I laughed the loudest who'd have known?
I trace the cord back to the wall
No wonder it was never plugged in at all
I took my time, I hurried up
The choice was mine I didn't think enough
I'm too depressed to go on
You'll be sorry when I'm gone
I never conquered, rarely came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait till I got home
To pass the time in my room alone
I never thought I'd die alone
Another six months I'll be unknown
Give all my things to all my friends
You'll never step foot in my room again
You'll close it off, board it up
Remember the time that I spilled the cup
Of apple juice in the hall
Please tell mom this is not her fault
I never conquered, when you came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait till I got home
To pass the time in my room alone"
305909,alien-s-exist,2000,blink-182,Rock,"Hey mom there's something in the backroom
Hope it's not the creatures from above
You used to read me stories
As if my dreams were boring
We all know conspiracies are dumb
What if people knew that these were real
I'd leave my closet door open all night
I know the CIA would say
What you hear is all hearsay
I wish someone would tell me what was right
Up all night long
And there's something very wrong
And I know it must be late
Been gone since yesterday
I'm not like you guys
I'm not like you
I am still a skeptic yes you know me
Been best friends and will be till we die
I got an injection
Of fear from the abduction
My best friend thinks I'm just telling lies
Alright
Up all night long
And there's something very wrong
And I know it must be late
Been gone since yesterday
I'm not like you guys
I'm not like you
Dark and scary, ordinary
Explanation, information
Nice to know ya, paranoia
Where's my mother, biofather
Up all night long
And there's something very wrong
And I know it must be late
Been gone since yesterday
I'm not like you guys
Twelve majestic lies"
305910,wendy-clear,2000,blink-182,Rock,"Let's take the boat out on the bay
Forget your job for just one day
I wish it didn't have to be so bad
It might be inappropriate because
Either way our band gets dropped, oh yeah
I wish it didn't have to be so bad
But I'd play with fire to break the ice
And I'd play with a nuclear device
Is it something I'll regret?
Why do I want what I can't get?
I wish it didn't have to be so bad
The three-date theory is getting old
Everyone is getting left out in the cold
I wish it didn't have to be so bad
So I'll see you with another guy
Who pretends not to hear you when you cry, oh yeah
I wish it didn't have to be so bad
But I'd play with fire to break the ice
And I'd play with a nuclear device
Is it something I'll regret?
Why do I want what I can't get?
I wish it didn't have to be so bad
I'll be moving on, moving on
Moving on, and on and on
Moving on, moving on
Moving on and on and on
But I'd play with fire to break the ice
And I'd play with a nuclear device
Is it something I'll regret?
Why do I want what I can't get?
I wish it didn't have to be so bad
I wish it didn't have to be so bad
I wish it didn't have to be so bad
I wish it didn't have to be so bad"
305911,all-the-small-things,2000,blink-182,Rock,"All the small things
True care truth brings
I'll take one lift
Your ride best trip
Always I know
You'll be at my show
Watching, waiting, commiserating
Say it ain't so, I will not go
Turn the lights off, carry me home
Na, na, na, na
Na, na, na, na, na, na, na, na, na, na, na
Late night, come home
Work sucks, I know
She left me roses by the stairs
Surprises let me know she cares
Say it ain't so, I will not go
Turn the lights off, carry me home
Na, na, na, na
Na, na, na, na, na, na, na, na, na, na, na
Say it ain't so, I will not go
Turn the lights off, carry me home
Keep your head still, I'll be your thrill
The night will go on, my little windmill
Say it ain't so, I will not go
Turn the lights off, carry me home
Keep your head still, I'll be your thrill
The night will go on
The night will go on
My little windmill"
305912,don-t-leave-me,2000,blink-182,Rock,"Don't leave me all alone
Just drop me off at home
I'll be fine, it's not the first
Just like last time, but a little worse, and
She said that I'm not the one that she thinks about and
She said it stopped being fun, I just bring her down
I said, don't let your future be destroyed by my past.
She said, ""don't let my door hit your ass.""
One more chance, I'll try this time
I'll give you yours, I won't take mine
I'll listen up, pretend to care
Go on ahead, I'll meet you there, and
She said that I'm not the one that she thinks about and
She said it stopped being fun, I just bring her down
I said, ""don't let your future be destroyed by my past.""
She said, ""don't let my door hit your ass.""
Let's try this one more time with feeling
One more time with feeling
One more time with feeling
One more time with feeling
She said that I'm not the one that she thinks about and
She said it stopped being fun, I just bring her down
I said, don't let your future be destroyed by my past.
She said, don't let my door hit your ass
Don't leave me all alone
Just drop me off at home
And I'll be fine"
305913,rich-lips,2000,blink-182,Rock,"Please, mom
You ground me all the time
I know that I was right
All along
And I'm hoping
Remember I'm a kid
I know not what I did
Just having fun
You couldn't wait for something new
And yesterday I thought of you
It left me to think as if I couldn't walk away
It's too late, I fell through
Nothing to lose
A boy who went out when he finished all his chores
Nothing to do
They can't trust me because I blew it once before
Shit, dad
Please don't kick my ass
I know I've seen you trashed
At least one time
Can I blame it
On one of my dumb friends
It's been awhile
Since I have used that line
You couldn't wait for something new
And yesterday I thought of you
It left me to think as if I couldn't walk away
It's too late, I fell through
Nothing to lose
A boy who went out when he finished all his chores
Nothing to do
They can't trust me because I blew it once before
(Alright)
Nothing to lose
A boy who went out when he finished all his chores
Nothing to do
They can't trust me because I blew it once before"
305914,man-overboard,2000,blink-182,Rock,"So sorry it's over, so sorry it's over
There's so much more that I wanted and
(So sorry it's over)
There's so much more that I needed and
(So sorry it's over)
Time keeps moving on and on and on
Soon we'll all be gone
Let's take some time to talk this over
You're out of line and rarely sober
We can't depend on your excuses
'Cause in the end it's fuckin' useless
You can only lean on me for so long
Bring the ship about to watch a friend drown
Sit out on the ledge, begged you to come down
You can only lean on me for so long
I remember shots without a chaser
Absentminded thoughts, now you're a stranger
Cover up the scars put on your gameface
Left you in the bar to try and save face
You can only lean on me for so long
Bring the ship about to watch a friend drown
Sit out on the ledge, begged you to come down
You can only lean on me for so long
So sorry it's over, so sorry it's over
There's so much more that I wanted and
(So sorry it's over)
There's so much more that I needed and
(So sorry it's over)
Time keeps moving on and on and on
Soon we'll all be gone
Man on a mission, can't say I miss him around
Insider information, hand in your resignation
Loss of a good friend best of intentions I found
Tight lipped procrastination
Yeah later, see you around"
305915,dammit,2000,blink-182,Rock,"It's alright to tell me what you think about me
I won't try to argue or hold it against you
I know that you're leaving you must have your reasons
The season is calling and your pictures are falling down
The steps that I retrace the sad look on your face
The timing and structure did you hear he fucked her?
A day late a buck short I'm writing the report
On losing and failing when I move I'm flailing now
And it's happened once again
I'll turn to a friend
Someone that understands
Sees through the master plan
But everybody's gone
And I've been here for too long
To face this on my own
Well I guess this is growing up
Well I guess this is growing up
And maybe I'll see you at a movie sneak preview
You'll show up and walk by on the arm of that guy
And I'll smile and you'll wave we'll pretend it's okay
The charade it won't last when he's gone I won't come back
And it'll happen once again
You'll turn to a friend
Someone that understands
And sees through the master plan
But everybody's gone
And you've been there for too long
To face this on your own
Well I guess this is growing up
Well, I guess this is growing up"
305916,pathetic,2000,blink-182,Rock,"I know I'm pathetic I knew when she said it
A loser a bum's what she called me when I drove her home
There's no more waiting and sure no more wasting
I've done all I can but she still wants to be left alone
You got, you got, you got to help me out
And I'll try not to argue
No one, no one, no one likes a drop-out
Mistakes are hard to undo
Don't pull me down this is where I belong
I think I'm different but I'm the same and I'm wrong
Don't pull me down this is where I belong
I think I'm different, this is where I belong
I think it's disgusting believing and trusting
If I gave a fuck there would be nothing for me to prove
Although it's amusing It's slightly confusing
I've done all I can but her ego is still hard to move
Don't pull me down this is where I belong
I think I'm different but I'm the same and I'm wrong
Don't pull me down this is where I belong
I think I'm different, this is where I belong"
305917,voyeur,2000,blink-182,Rock,"And when the day ends I'm sure she feels sorrow
The lonely guy I am, I wait for her change
I've been here two days, I'll sure be here tomorrow
I'd eat her out if she were on my dinner plate
[Chorus]
(And I wish)
I wish she'd be more kind now
I'm out of luck 'cause the shades are pulled down
I've seen everything there is to be shown
I followed her all the way home
I can't be too cool in a tree with my pants down
The air is cold and I've got splinters in my feet
She caught me once, but I don't think that she cares now
Unlike before, her view is now blocked by a leaf
[Chorus]
I bet this last time's the one time too many
The rush of waiting is burning through my head
Right after supper her brother shower's twice a week
He kicks my ass so much, that filthy white inbred
I've made mistakes by looking in the wrong window
Her dad is big and I've never seen his face
I've been here two days, and I'll sure be here tomorrow
My lady's so sweet, she likes to entertain
[Chorus]
I bet this last time's the one time too many
The rush of waiting is burning through my head
Right after supper her brother shower's twice a week
He kicks my ass so much, that filthy white inbred
(1, 2, 3, 4)"
305918,going-away-to-college,2000,blink-182,Rock,"Please take me by the hand
It's so cold out tonight
I'll put blankets on the bed
I won't turn out the light
Just don't forget to think about me
And I won't forget you
I'll write you once a week she said
Why does it feel the same
To fall in love or break it off
And if young love is just a game
Then I must have missed the kick off
Don't depend on me to ever follow through on anything
But I'd go through hell for you and
I haven't been this scared in a long time
And I'm so unprepared so here's your valentine
Bouquet of clumsy words, a simple melody
This world's an ugly place, but you're so beautiful to me
I'll think about the times
She kissed me after class
And she put up with my friends
I acted like an ass
I'd ditch my lecture to watch the girls play soccer
Is my picture still hanging in her locker?
I haven't been this scared in a long time
And I'm so unprepared so here's your valentine
Bouquet of clumsy words, a simple melody
This world's an ugly place, but you're so beautiful
I haven't been this scared in a long time
And I'm so unprepared so here's your valentine
Bouquet of clumsy words, a simple melody
This world's an ugly place, but you're so beautiful"
305919,carousel,2000,blink-182,Rock,"I talk to you every now and then
I never felt so alone again
I stop to think at a wishing well
My thoughts send me on a carousel
Here I am standing on my own
Not a motion from the telephone
I know not a reason why
Solitude's a reason to die
Just you wait and see (just you wait and see)
As school life is a
It is a woken dream
Aren't you feeling alone?
I guess its just another
I guess its just another
(I had sex with your mother) night alone
Now as I walk down the street
I need a job just to sleep in sheets
Buying food every once in a while
But not enough to purchase a smile
A tank of gas is a treasure to me
I know now that nothing is free
I talk to you every now and then
I never felt so alone again
Just you wait and see (just you wait and see)
As school life is a
It is a woken dream
Aren't you feeling alone?
I guess its just another
I guess its just another
Night alone
Thanks a lot you guys!
Hey kids, it's Satan. Thanks a lot for coming on down to
The show tonight. Hope you all had a great time. I know I did
Those Blink fellas sure put on a kick ass show, huh. Hope to see
You all at the after show party. I'm gonna start sucking dicks
And squeezin' titties, maybe I can put my peepee in your mouth
I love it when the kids come on over and I get, I have them suck
And kiss my peepee tenderly and gently. I like it when the kids sit
On my lap, and talk about unicorns and flowers and things like that
Maybe I'll even suck their blood. See ya kids later!
Hey, how you guys doin' up in the back? Now from the top balcony
Can I get an Amen? Now from the floor, can I get a Hallelujah? Now from
All these other assholes, can I get an oh yeah?"
305920,blew-job,2000,blink-182,Rock,"it would be nice to had a blew job
it would be nice to had a blew job
it would be nice to had a blew job
it would be nice to had a blew job from your moms"
305921,peggy-sue,2000,blink-182,Rock,"I know what it's like to be alone sitting in your room
Listening to all the doubts that your parents have to say to you
And as your head gets all cluttered inside
Try to stay awake
Everything they say are lies
That's all the shit that you ever have to take
So hold in all your aggressions
Because your grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say as
They tell you what to be you're not alone
I know what it's like to be denied at everything you do
It's not the same reason why that
Makes you change the things that you once knew
As your head gets all cluttered inside
Give more than you take
Everything they say are lies
That's all the shit that you ever have to take
So hold in all your aggressions
Because your grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say as
They tell you what to be you're not alone
You say you want to take off your shoes and
Walk barefoot down the street
Just to be the things that you can be
Just live for one more week, go!
You say you want to take off your shoes just to
Walk barefoot down the street
Just to be the things that you can be
Just live for one more week
So hold in all your aggressions
Because your grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say as
They tell you what to be you're not alone"
305922,what-s-my-age-again,2000,blink-182,Rock,"I took her out, it was a Friday night
I wore cologne to get the feeling right
We started making out and she took off my pants
But then I turned on the TV
And that's about the time she walked away from me
Nobody likes you when you're twenty three
And I'm still more amused by TV shows
What the hell is A.D.D.?
My friends say I should act my age
What's my age again?
What's my age again?
Then later on, on the drive home
I called her mom from a pay phone
I said I was the cops
And your husband's in jail
The state looks down on sodomy
And that's about the time that bitch hung up on me
Nobody likes you when you're twenty three
And I'm still more amused by prank phone calls
What the hell is call ID?
My friends say I should act my age
What's my age again?
What's my age again?
And that's about the time she walked away from me
Nobody likes you when you're twenty three
And you still act like you're in freshman year
What the hell is wrong with me?
My friends say I should act my age
What's my age again?
What's my age again?
That's about the time she broke up with me
No one should take themselves so seriously
With many years ahead to fall in line
Why would you wish that on me?
I never want to act my age
What's my age again?
What's my age again?
What's my age again?"
305923,the-country-song,2000,blink-182,Rock,"Uh oh
Uh oh
Oh shit
Motherfucker!
I'm gonna start dancing!
Take off your pants dad
Your penis is the biggest thing
My Butt's ever had
Because I would know
It feels good
Shut your fucking face
Uncle fucker!"
305924,feeling-this,2008,blink-182,Rock,"(Get ready for action!)
I got to regret right now (I'm feeling this)
The air is so cold and null (I'm feeling this)
Let me go in her room (I'm feeling this)
I love all the things you do (I'm feeling this)
Show me the way to bed (I'm feeling this)
Show me the way you move (I'm feeling this)
Fucking it it's such a blur (I'm feeling this)
I love all the things you do (I'm feeling this)
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
Where do we go from here
Turn all the lights down now
Smiling from ear to ear (I'm feeling this)
Our breathing has got too loud (I'm feeling this)
Show me the bedroom floor (I'm feeling this)
Show me the bathroom mirror (I'm feeling this)
We're taking this way too slow (I'm feeling this)
Take me away from here (I'm feeling this)
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
This place was never the same again
After you came and went
How can you say you meant anything different
To anyone standing alone
On the street with a cigarette
On the first night we met
Look to the past
And remember her smile
And maybe tonight
I can breathe for awhile
I'm not in the seat
I think I'm fallin' asleep
But then all that it means is
I'll always be dreaming of you
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
Fate fell short this time
Your smile fades in the summer
Place your hand in mine
I'll leave when I wanna
(Are we alone? Do you feel it?
So lost and disillusioned)"
305925,anthem-part-two,2008,blink-182,Rock,"Everything has fallen to pieces
Earth is dying help me Jesus
We need guidance
We've been misled
Young and hostile
But not stupid
Corporate leaders, politicians
Kids can't vote, adults elect them
Mobs that rule the school and workplace
Signs that caution, sixteen's unsafe
We really need to see this through
We never wanted to be abused
We'll never give up, it's no use
If we're f***ed up
You're to blame
Let this train wreck burn more slowly
Kids are victims in this story
Drown our youth with useless warnings
Teenage rules they're f***ed and boring
We really need to see this through
We never wanted to be abused
We'll never give up, it's no use
If we're f***ed up
You're to blame
Everything has fallen to pieces
Everything has fallen to pieces
Everything has fallen to pieces
Everything has fallen to pieces
Everything has fallen to
We really need to see this through
We never wanted to be abused
We'll never give up, it's no use
If we're f***ed up
You're to blame"
313036,beautiful,2009,eminem,Hip-Hop,"Lately I've been hard to reach
I've been too long on my own
Everybody has a private world
Where they can be alone
Are you calling me, are you trying to get through
Are you reaching out for me, and I'm reaching out for you
I'm just so fuckin' depressed
I just can't seem to get out this slump
If I could just get over this hump
But I need something to pull me out this dump
I took my bruises, took my lumps
Fell down and I got right back up
But I need that spark to get psyched back up
In order for me to pick that mic back up
I don't know how or why or when
And I ended up in this position I'm in
I starting to feel distant again
So I decided just to pick this pen
Up and tried to make an attempt to vent, but I just can't admit
Or come to grips, with the fact that
I may be done with rap, I need a new outlet
I know some shits so hard to swallow
And I just can't sit back and wallow
In my own sorrow, but I know one fact
I'll be one tough act to follow
One tough act to follow, copy, one tough act to follow
Here today, gone tomorrow
But you have to walk a thousand miles
In my shoes, just to see
What it'd be like, to be me
I'll be you, let's trade shoes
Just to see what I'd be like to
Feel your pain, you feel mine
Go inside each other's mind
Just to see what we find
Look at shit through each other's eyes
But don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you so
Don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you so
I think I'm starting to lose my sense of humor
Everything is so tense and gloom
I almost feel like I gotta check the temperature in the room
Just as soon as I walk in
It's like all eyes on me, so I try to avoid any eye contact
Cause if I do that then it opens a door to conversation, like I want that
I'm not looking for extra attention
I just want to be just like you
Blend in with the rest of the room
Maybe just point me to the closest restroom
I don't need no fucking manservant
Follow me around, and wiping my ass
Laugh at every single joke I crack
And half of 'em ain't even funny like
Haha Marshall, you're so funny man, you should be a comedian, god damn
Unfortunately I am, but I just hide behind the tears of a clown
So why don't you all sit down
Listen to the tale I'm about to tell
Hell, we don't have to trade our shoes
And you don't have to walk no thousand miles
In my shoes, just to see
What it'd be like, to be me
I'll be you, let's trade shoes
Just to see what I'd be like to
Feel your pain, you feel mine
Go inside each other's mind
Just to see what we find
Look at shit through each other's eyes
But don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you so so
Don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you
Nobody asked for life to deal us
With these bullshit hands we're dealt
We gotta take these cards ourselves
Flip them, don't expect no help, now I could have either just
Sat on my ass and pissed and moaned
But take this situation in which I'm placed in
And get up and get my own, I was never the type of kid
To wait but I know to unpack his bags
Never sat on the porch and hoped and prayed
For a dad to show up who never did
I just wanted to fit in, every single place, every school I went
I dreamed of being that cool kid
Even if it meant acting stupid, Aunt Edna always told me
Keep making that face till it gets stuck like that
Meanwhile I'm just standing there
Holding my tongue up trying to talk like this
Till I stuck my tongue on the frozen stop sign pole at eight years old
I learned my lesson and cause I wasn't tryin to impress my friends no more
But I already told you my whole life story
Not just based on my description
Cause where you see it from where you're sitting
Is probably a hundred and ten percent different
I guess we would have to walk a mile
In each other's shoes, at least
What size you where? I wear tens
Let's see if you can fit your feet
In my shoes, just to see
What it'd be like, to be me
I'll be you, let's trade shoes
Just to see what I'd be like to
Feel your pain, you feel mine
Go inside each other's mind
Just to see what we find
Look at shit through each other's eyes
But don't let 'em say you ain't beautiful oh
They can all get fucked, just stay true to you so
Don't let 'em say you ain't beautiful oh
They can all get fucked, just stay true to you so
Lately I've been hard to reach
I've been too long on my own
Everybody has a private world
Where they can be alone
Are you calling me, are you trying to get through
Are you reaching out for me, and I'm reaching out for you
Yea, to my babies. Stay strong. Daddy will be home soon
And to the rest of the world, God gave you the shoes
That fit you, so put em on and wear 'em
And be yourself man, be proud of who you are
Even if it sounds corny,
Don't ever let no one tell you, you ain't beautiful"
313037,outlet,2009,eminem,Hip-Hop,"Nah man, not quite finished yet
you know what I think
you just trying to pull a motherfucking fast one I'm mad
you just hurt my god damn feelings and that was the last one I had
Does this look like an arcade tryna play games see this dull blade
see the silhouette of a stuck up in your walkway
better cooperate
or get sauteed on a rotisserie
havin a hard time
MC's get so quiet that you can here a motherfucking dog whistle when I walk by
cold heaters while a mule stuntin none of that it's like a fuckin fall guy
I don't cash my Mercedes at the midnight i treat it like i'm more black
cause it will turn into a gremlin and run over kids women and men
that thing motor so big you could fit a midget in it's engine
Bitch give me them digits while you cringe
not by the hair of my chiny chin chin
but I spin spin even ten cents on your sense
when did you think it's gonna cost me a pretty penny shit
if I think a penny's pretty
just imagine how beautiful a quarter is to me
eeny meeny miney mo catch an eskimo by his toe while he's tryna roll a snowball
but don't make him lose his cool if he hollers better let him go yo
why can't we all go go
come on baby get a move on like a u-haul
you can wrack your brain like a pool ball
you won't ever think of this shit
yeah honey you call
well here I come how it gonna be I reap it
evil I see hear and speak it
Lady put your money on shady fuck that I'm the weak shit
put your eggs in the run same basket you can count every motheruckin chickin fore it hatches
cause you can be your ass that we gon get a crackin
like the crack in the titans when when they clashin get your brains bashin so bad
you gon have kirk O'bane askin an autograph on a bloodstained napkin
unfashionable about as rational as a rash in a fags asshole
now let's take that line run it up it up the flagpole with elton
see it he's cool with it don't stand there and look stupid at me
bitch I ain't in the mood for this shit
kick my dick Google it till' it pops up
you always so motherfuckin full of shit it gets you stopped up
man i'm always shittin dierreha out of the mouth till you speak this crap out
what
girl you gotta hot butt like a lit cigarette
but gon get a hot fudge sundae from so do not
struck my face slut because
why can't we all go go
and now that I got your panties in a bunch and your bowels in an uproar
imma show you why I came see so stop askin me what the fuck for
now look you little slut cunt whore oh you want more
bitch it's time to put the mad back in madness cause i'm a fuckin
run boy
every flow gotta last word so every last word that you fuckin fags heard
come straight from the bitches ass yeah in other words imma bastard
lookin at me like I kill kenny gas in the tank yeah still plenty
no morse over steel denny no remorse i don't really feel any
eat your heart out hannibal understandable why you jealous fuckin animal
I got cannible magnetism can't resist him can you ho
shady I don't understand your flow understand my flow bitch I flow like
Troy Polamalu's hair boy don't you dare try to follow a good bear boy
and raw you ain't even medium rare stay the fuck outta my hair boy
you can look
you can stare point
but you can't touch i'm too cool for you
I don't get it what's his hair boy all this weak shit what am I steroids
well bitch i'm back with some shit for that ass
in your trunk elephant
now remember boys
why can't we all go go
thank you for coming out
hope your enjoying the show
till next time
ha
peace"
313038,careful-what-you-wish-for,2009,eminem,Hip-Hop,"So this is it
This is what I wished for
Just isn't how I envisioned it
Fame to the point of imprisonment
I just thought the shit'd be different
But something changed
The minute that I got a whiff of it
I started to inhale it
Smell it
Started sniffin' it
And it became my cocaine
I just couldn't quit
I just wanted a little bit
Then it turned me to a monster
I became a hypocrite
Concert after concert
I was raking in the dough
Rolling in green
Had the game hemmed up
Like a sewing machine
But I was losing my freedom
There was no where for me
To not go and be seen
And just go and be me
And there was no in-between
You either loved it or hate it
Every CD critics gave it a three, then three
Years later, they'd go back and re-rate it
And call the Slim Shady LP the greatest
The Marshall Mathers was a classic
The Eminem Show was fantastic
But Encore just didn't have the caliber to match it
I guess enough time just ain't passed, yet
A couple more years, that shit'll be ill-matic
And eight years later, I'm still at it
Divorce, re-married
A felon
A father
Sleeping pill addict
And this is real talk
I feel like the Incredible Hulk
My back has been broke, and I can still walk
So be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold
I said
Be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold
I got a letter from a fan, that said
He's been praying for me
Every day and for some reason
It's been weighing on my mind heavy
'Cause I don't read every
Letter I get, but something told me to go ahead and open it, but
Why would someone pray for you when they don't know you?
You didn't pray for me when I was local
And as I lay these vocals
I think of all the shit I had to go through
Just to get to where I'm at
I've already told you at least
A thousand times in these rhymes
I appreciate the prayer, but I've already got
God on my side
And it's been one hell of a ride, hasn't it?
Just watchin' it from an opposite standpoint
Man, boy's got to look
Nuts
And that's the only word I can think of right now
On how
To describe the shit
This is like a vibe you get
Go ahead and bob to it
Just watch what you wish for, 'cause I got the shit
So be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold
I said
Be careful what you wish for
'Cause you just might get it
And if you get it then you just might not know
What to do wit' it, 'cause it might just
Come back on you ten-fold"
313039,chonkyfire-freestyle,2009,eminem,Hip-Hop,"[Intro]
You wanna start with the hook first?
You wanna start with the
Oh
I have no idea what I'm doing
I have no idea what I'm doing
But..
[Verse 1]
Everybody get up, sit up Chris-stiffer
Been miserable without you Superman is a
live and he's flowing like the Mystic River
Girl dont act like you never been kissed before
One, two, three, four, five, six thisa
Rhyme is about to hit you right in the kissa
How did anybody ever find me I dissa
..Peared
I was hiding in Freeway's beard jussa
Hop, skip and a jump from my skin glision
Nails into my face that I been pushin'
Hellraiser
My face is my pin cushion
It's like when I'm on the mic
I can squisha, sucka like a vice grip
My pen putcha,
In the slaughter house cuz ya styles been butchered
I'll spin chainsaw
Take off like the blades on
My brain's on hyperdrive
Someone put the brakes on.
[Chorus]
Here's a smidgen, admitted
To get your digits, Bridget
Don't try to fidget with it
Err ribbit, ribbit
I got ya slippin on my swag juice
My swag juice
I got you slippin on my swag juice
My swag juice (x2)
[Verse 2]
Slim is in the house simmer down there sister
Bound to get ya dizzy
Cuz he gets as busy as a...
Bee baby you can throw a frizbee in a blizzard
He'll catch it in his teeth
What is he?
He's a wizard
Standing in the disco with a disco biscuit
And i'm pretty sure it isn't Bisquick is it?
Now baby don't forget to bring your lipstick witcha
I want a kiss before I blow this bitch to smith.. areens
Get the guillotines, this is a situ..
..ation is critical as Dre spins his a
Turntables and he cuts a record like a scissa
Cheka chicka checka chicka cheka cheka chicka
We'll wreck it in a second tell me what the heck is sicka
Wait a minute I just dropped my necklace in the liquor
Now baby just a make a little breakfast and its sixa
Clock in the morning unless you want to get some dizzert
[Chorus]
Here's a smidgen, admitted
To get your digits, Bridget
Don't try to fidget with it
Er ribbt, ribbit
I got ya slippin on my swag juice
My swag juice
I got you slippin on my swag juice
I said...
Here's a smidgen, admitted
To get your digits, Bridget
Don't try to fidget with it
Err ribbit, ribbit
I got ya slippin on my swag juice
My swag juice
I got you slippin on my swaaaag
My swag juice"
